# 1000 Genomes phase 3, GRCh38, split-by-chromosome, rsID-annotated (dbSNP156), KING-corrected.
# Source: cog-genomics.org/plink/2.0/resources (extracted 2026-07). Columns: filename<TAB>url
# pgen.zst = genotypes; _rs.pvar.zst = variant table WITH rsIDs; hg38_corrected.psam = shared sample file.
# WARNING: pgen and pvar must come from the SAME cog-genomics release generation, else plink2 rejects
#   the pair ('PgfiInitPhase1 raw_variant_ct mismatch'). The pgen URLs for chr {1,2,5,6,7,8,9,11,16,19}
#   were corrected 2026-07 to match the _rs pvar generation. The OTHER 12 pgen URLs are still the older
#   generation and MAY mismatch — download_data.sh now runs `plink2 --validate` per chr and fails loudly
#   if so; replace the offending pgen URL with the current cog-genomics link before a whole-genome run.
chr1_hg38.pgen.zst	https://www.dropbox.com/s/k5tul2pe5wytjlz/chr1_hg38.pgen.zst?dl=1
chr2_hg38.pgen.zst	https://www.dropbox.com/s/nsgqqahbfk4u9r8/chr2_hg38.pgen.zst?dl=1
chr3_hg38.pgen.zst	https://www.dropbox.com/s/q400ppmtps05147/chr3_hg38.pgen.zst?dl=1
chr4_hg38.pgen.zst	https://www.dropbox.com/s/63acikvz57nnc1z/chr4_hg38.pgen.zst?dl=1
chr5_hg38.pgen.zst	https://www.dropbox.com/s/wg01ye3cn06mm8e/chr5_hg38.pgen.zst?dl=1
chr6_hg38.pgen.zst	https://www.dropbox.com/s/7l4ozeaze53mlny/chr6_hg38.pgen.zst?dl=1
chr7_hg38.pgen.zst	https://www.dropbox.com/s/qiqiq91gjnlejj5/chr7_hg38.pgen.zst?dl=1
chr8_hg38.pgen.zst	https://www.dropbox.com/s/dvtewdfrsa63orj/chr8_hg38.pgen.zst?dl=1
chr9_hg38.pgen.zst	https://www.dropbox.com/s/321ercemdimyh8j/chr9_hg38.pgen.zst?dl=1
chr10_hg38.pgen.zst	https://www.dropbox.com/s/767hbzu2qycx46q/chr10_hg38.pgen.zst?dl=1
chr11_hg38.pgen.zst	https://www.dropbox.com/s/jiykipnk2qleubn/chr11_hg38.pgen.zst?dl=1
chr12_hg38.pgen.zst	https://www.dropbox.com/s/gqbwlavrm2rfm3m/chr12_hg38.pgen.zst?dl=1
chr13_hg38.pgen.zst	https://www.dropbox.com/s/f5xfqfc8g5lh70s/chr13_hg38.pgen.zst?dl=1
chr14_hg38.pgen.zst	https://www.dropbox.com/s/lzfa4xnuacwwpus/chr14_hg38.pgen.zst?dl=1
chr15_hg38.pgen.zst	https://www.dropbox.com/s/b3zp9p0bb21hrht/chr15_hg38.pgen.zst?dl=1
chr16_hg38.pgen.zst	https://www.dropbox.com/s/bwyzc8qo7jtk8uj/chr16_hg38.pgen.zst?dl=1
chr17_hg38.pgen.zst	https://www.dropbox.com/s/wnjclot6ksza8ru/chr17_hg38.pgen.zst?dl=1
chr18_hg38.pgen.zst	https://www.dropbox.com/s/8g92e4f61yqyvas/chr18_hg38.pgen.zst?dl=1
chr19_hg38.pgen.zst	https://www.dropbox.com/s/xfyp8uymflqts78/chr19_hg38.pgen.zst?dl=1
chr20_hg38.pgen.zst	https://www.dropbox.com/s/mt3aysjwa4j1wq9/chr20_hg38.pgen.zst?dl=1
chr21_hg38.pgen.zst	https://www.dropbox.com/s/vg3nm4k6fzu452q/chr21_hg38.pgen.zst?dl=1
chr22_hg38.pgen.zst	https://www.dropbox.com/s/5lo7f0htegcrwan/chr22_hg38.pgen.zst?dl=1
chr1_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/he43aix3klg1uc5745ggm/chr1_hg38_rs.pvar.zst?rlkey=pkk1a30bhz7qok9meilan1kii&dl=1
chr2_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/qagcb0s2kj7fxem0mk1at/chr2_hg38_rs.pvar.zst?rlkey=qyp9iqkbdge7m5ug12mhbxbm8&dl=1
chr3_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/5b0th5qyr0xuv5p9c3vt5/chr3_hg38_rs.pvar.zst?rlkey=6lbwkcg7s4ctm8th01yjb4h7h&dl=1
chr4_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/7qa8m4jokm1n1hmzbvaag/chr4_hg38_rs.pvar.zst?rlkey=hkgwd6tlei01qd4l27uxp52z1&dl=1
chr5_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/hjcxabfwio255l7fbnz2z/chr5_hg38_rs.pvar.zst?rlkey=x43rez0xddxwepyvlxau82rz3&dl=1
chr6_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/q0b6zqi2vh8ni62r21qnv/chr6_hg38_rs.pvar.zst?rlkey=gjfc1zrist2ssgnorwrlngyu1&dl=1
chr7_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/5ar9v2bg1ma69am1p25pn/chr7_hg38_rs.pvar.zst?rlkey=7uppwz16nsbpkkc7bombn5y8m&dl=1
chr8_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/jkltcllkrlfnvxx1rdoqx/chr8_hg38_rs.pvar.zst?rlkey=j5yremojlifjypfmz1o51brl3&dl=1
chr9_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/2gt8obs01jw1xve6vz3pn/chr9_hg38_rs.pvar.zst?rlkey=136wk8k2mxvi3p6gxfmujj9yj&dl=1
chr10_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/eh12bss5g5odli39duxqy/chr10_hg38_rs.pvar.zst?rlkey=cviji3pwqzo70hbgzpdn2aofu&dl=1
chr11_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/807m50dmyreolasbs1p9z/chr11_hg38_rs.pvar.zst?rlkey=5qq9ggfpd3dr0czqq04agota2&dl=1
chr12_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/9e6unntljxf4w41013ysp/chr12_hg38_rs.pvar.zst?rlkey=gnk42pow8gtn9xnm79a01gv37&dl=1
chr13_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/8t980c3qxoa0p1o0wbrop/chr13_hg38_rs.pvar.zst?rlkey=098ybkazmvpllznhplz93myep&dl=1
chr14_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/yx3q8lighxup3nb76x0cu/chr14_hg38_rs.pvar.zst?rlkey=tpyqvqdh9dwkcdji0g8eqpl03&dl=1
chr15_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/jnw0rvmileexz7sy46oac/chr15_hg38_rs.pvar.zst?rlkey=6d9mdo3o9i4g1wmswuf6icpao&dl=1
chr16_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/zv41g2xgk2bduia4uv56p/chr16_hg38_rs.pvar.zst?rlkey=u2mtrz6ns0dipzrerok2vc8d3&dl=1
chr17_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/hbw8c6jz3c9u7pdojuvzt/chr17_hg38_rs.pvar.zst?rlkey=n9o8y6nrlij9bucf41m7czpae&dl=1
chr18_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/nk6syrwn481hji7rxx3jm/chr18_hg38_rs.pvar.zst?rlkey=7w25p4x2qnqkwmk66oepw6onf&dl=1
chr19_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/5ds7rbk4r561kvm0vfis0/chr19_hg38_rs.pvar.zst?rlkey=6vlopww2qrcadl34qlgcs1wgr&dl=1
chr20_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/e91u05990smei59sfrkdj/chr20_hg38_rs.pvar.zst?rlkey=va1g6hsqtnxvhtlfmvfnkxf31&dl=1
chr21_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/fxxo3ve2lhui67ay4hv7x/chr21_hg38_rs.pvar.zst?rlkey=hxreto2bj0k9cglu8sl8pna9l&dl=1
chr22_hg38_rs.pvar.zst	https://www.dropbox.com/scl/fi/7uk1ia90hv3ibzdamwavj/chr22_hg38_rs.pvar.zst?rlkey=5n3aicgmkx3noxstfm9tzop6l&dl=1
hg38_corrected.psam	https://www.dropbox.com/scl/fi/u5udzzaibgyvxzfnjcvjc/hg38_corrected.psam?rlkey=oecjnk4vmbhc8b1p202l0ih4x&dl=1
